commit,author_date,origin,subject,coverage,disposition,notes
68796b0da8b3eed7bfd1784a1d5f24f1c0378058,2026-09-24T22:06:08+08:00,local,Refine Feral and Shadow priorities and correct Demonic Rune self-hit,engine-reviewed,already correct,Demonic Rune self-hit targets the player and is excluded from outgoing DPS/threat while health loss remains; fixed-input APL changes do not alter encounter settings.
1675ad391e0321c06f3192520dcf27216f165dba,2026-09-24T22:11:23+08:00,local,Trace new WoWSims Command scaling proposal to existing local behavior,integration-reviewed,,Implementation comparison only; no new mechanic accepted solely from upstream.
de54799b86b5192f8b3d1b6590139dcf54242a68,2026-09-24T22:13:23+08:00,local,Document Forever Demonic Rune effects in spell source catalog,integration-reviewed,,Rune source annotation reviewed; no damage/resource logic change.
7d468187a1c78af6c3256076f843a9a52e4e8b62,2026-09-24T22:16:17+08:00,local,Label Demonic Rune self-hit in combat results,integration-reviewed,,Rune self-hit display label only; outgoing damage excluded in engine.
ff7b01f2859698f159a13a732064d09a81615d5e,2026-09-25T00:29:40+08:00,local,Add modeled level-65 gear comparison and ranked profiles,integration-reviewed,,Projected gear generator reviewed and reproduced; intrinsic shield Block omission W8 fixed.
302b8ca1c5568678a5e75ffd59eaee88d97443ca,2026-09-25T11:02:34+08:00,local,Use modeled gear and natural hit for DPS rankings,integration-reviewed,,All 184 current profiles are modeled-only with zero manual bonus stats/hit exchanges; current source hash matches exact UI defaults.
755c08a29018664105c4542340a2f84ba8cb91cc,2026-09-25T13:03:05+08:00,local,Constrain modeled armor by material and refresh benchmark,integration-reviewed,,Material restrictions reviewed; no current Feral mail/plate. Raw-import gap fixed separately (W4).
62976de00a91d35d20f143f6f4b55275cf225900,2026-09-25T15:25:06+08:00,local,Update Forever beta mechanics and engineering benchmark,engine-reviewed,fixed omission; other changes supported,"Patch talent/racial, item/enchant metadata and engineering paths reviewed. W13 identifies three additional 70009 weapon proc amounts missed by the patch pass; current modeled gear has none of them."
9a5e86f3ba6954ab0de3f613f3665d903533a830,2026-09-25T17:03:38+08:00,local,Correct Forever air totems and client talent effects,engine-reviewed,already correct,"Exclusive air-provider handling, non-Shaman Windfury-Weapon rejection, source talent removal and Deep Wounds target-multiplier attribute checked. Rates/script questions are not made client facts."
24674fb0665d834496caa2caee06ed779babf266,2026-09-25T17:17:15+08:00,local,Correct Black Dragon Mail membership in current client data,integration-reviewed,,Explicit set-ID clearing in database merge preserves 70009 Black Dragonscale Boots removal; current catalog/static set counts reviewed.
0ae3b0604bd263625801f289e8662bab770cbf0c,2026-09-25T18:16:04+08:00,local,Add situational Spearing Strike Fury preset,integration-reviewed,,"Situational Spearing preset is labeled Giant/Dragonkin, not a universal Fury replacement."
5de27bf024e77fae4264eb66a4014292a2e0b427,2026-09-25T19:00:35+08:00,local,Add adaptive Fury AoE rotation and Rend analysis controls,integration-reviewed,,Multi-target harness clones identical targets with bounded count and explicitly removes external Battle Shout when requested; same encounter lifetime is used for all targets.
52bbe79665896f62b600fb10445b254f40d899c2,2026-09-25T19:55:51+08:00,local,Refine Fury AoE priorities with Rage gates and Rend lifetimes,integration-reviewed,,"AoE preset uses target-count/Rage gates and conditional Rend lifetime checks; encounter remaining time is a proxy, not independent per-target TTK."
b865c9235f09df0e9fe87fc5e1a3aacc88482648,2026-09-25T23:37:00+08:00,local,Add Forever tank profiles and source-backed threat corrections,engine-reviewed,fixed; incomplete tank features disclosed,"W1 Shield Block refresh, W2 Bulwark GCD, W3 Holy Shield school and W8 intrinsic Block fix tank defects. Finite absorb/expiry and threat paths retain tests. Seal of Fury, Intervene and survival-model limits stay explicit."
51cc3d6e2c22b341b15d23a7e37be78099e90b21,2026-09-25T23:42:34+08:00,local,Use the real Forever Templar's Bulwark spell metadata,integration-reviewed,,Bulwark metadata matches real spell 1311015; off-GCD registration corrected in W2.
